id,id_municipio,nome_fantasia,bairro,logradouro
2104784,314915,PSF PEDRAS DE MARIA DA CRUZ,CENTRO,RUA AURELIANO GONCALVES SIQUEIRA - 15
2104792,312380,CENTRO DE SAUDE MUNICIPAL ENGENHEIRO NAVARRO,CENTRO,AV JOSE MARQUES CALDEIRA - 267
2104830,312380,UBS LEILA CRISTINA DE ALMEIDA,NAZNHA DIAS,PRACA SEBASTIAO TUPINAMBAS - 68
2104849,314505,POSTO DE SAUDE COLONIZACAO III,ZONA RURAL,COLONIZACAO III - 01
2104857,314505,POSTO DE SAUDE COLONIZACAO II,FLORESTA,AV GORUTUBA - 325
2104865,312780,POSTO DE SAUDE DE BARROCAO,ZONA RURAL,POVOADO DE BARROCAO - S/N
2104873,312780,POSTO DE SAUDE POVOADO DO SITIO,ZONA RURAL,POVOADO DO SITIO - S/N
2104911,312780,UBS VILA NOVA,CENTRO,RUA PEDRO LABORNE - S/N
2104938,312780,UBS VALE DAS CANCELAS,ZONA RURAL,POVOADO VALE DAS CANCELAS - S/N
2104946,312780,CENTRO DE SAUDE DE GRAO MOGOL,CENTRO,RUA SARGENTO COELHO - S/N
2104954,312780,UBS BOM GOSTO,CENTRO,RUA SARGENTO COELHO - S/N
2105039,313510,CENTRO DE SAUDE DR WALDIR SILVEIRA,DENTE GRANDE,AVENIDA MILITAO JOSE DOS SANTOS - 2840
2105098,313510,CENTRO DE SAUDE DR OSCAR MAURICIO PORTO,SANTA CRUZ,AVENIDA MANOEL ATHAYDE - 2485
2105101,313510,CENTRO DE SAUDE PARTEIRA MARIA NEVES,VEREDAS,AVENIDA MANOEL BANDEIRA - 580
2105136,313510,POSTO DE SAUDE DO QUEMQUEM,QUEMQUEM,AVENIDA TEOFILO PIRES - S/N
2105144,313510,POSTO DE SAUDE DE VILA NOVA DOS POCOES,VILA NOVA DOS POCOES,RUA JOAO MARTINS - S/N
2105152,313510,POSTO DE SAUDE DO BARREIRO DA RAIZ,BARREIRO DA RAIZ,AVENIDA NOSSA SENHORA APARECIDA - 110
2105179,312960,POSTO DE SAUDE DA BARRA DO PACUI,ZONA RURAL,BARRA DO PACUI - S/N
2105187,312960,CENTRO DE SAUDE DE IBIAI,NOVO HORIZONTE,R CORACAO DE JESUS - 907
2105217,311270,UBS II DR JOSE MAGALHAES MENDONCA,CENTRO,AV PIO MINEIRO - 420
2105314,311270,UBS I DR RUBENS MORTIMER,CENTRO,AV XXIII - 58
2105322,311270,UBS III JACINTO TEIXEIRA DA SILVA,CENTRO,AV VINTE E SEIS - 58
2105330,313730,CENTRO DE SAUDE DE LAGOA DOS PATOS,CENTRO,RUA DUQUE DE CAXIAS - 38
2105349,312430,UBS SAO CRISTOVAO,SAO CRISTOVAO,RUA SAO VICENTE DE PAULO - S/N
2105446,315650,CENTRO DE SAUDE DE RUBELITA,CENTRO,AVENIDA MIGUEL DE ALMEIDA - 75
2105454,313657,UNIDADE BASICA CENTRO DE SAUDE DE JOSENOPOLIS,CENTRO,PRACA JOAO RODRIGUES - S/N
2105462,313505,UAPS NOVA ESPERANCA,CENTRO,AV JOAO TEIXEIRA FILHO - 566
2105470,313505,UAPS ADAO DE MAGALHAES ROCHA,ZONA RURAL,QUADRA 15 NUCLEO HABITACIONAL 1 - S/N
2105489,313505,UAPS NUCLEO DE SERVICO 2,ZONA RURAL,RUA 04 QUADRA 10 - 5
2105500,313505,UAPS VEREDAS,VEREDAS,RUA EDISTON ALVES DE SOUZA - S/N
2105519,313505,UAPS VALDIVINO PEREIRA DA SILVA,ZONA RURAL,NUCLEO HABITACIONAL AREA F - S/N
2105527,313505,UAPS MOCAMBINHO,ZONA RURAL,AV DOS COLONOS - 03
2105535,311615,UNIDADE BASICA DE SAUDE DE CHAPADA GAUCHA,CENTRO,AV TANCREDO NEVES - 480
2105616,313380,UBS PIO XII,PIO XII,AV JOVE SOARES - 1904
2105802,315727,POSTO DE SAUDE DE CONCEICAO DO MONTE ALEGRE,CONCEICAO M ALEGRE,RUA PRINCIPAL - S/N
2105829,312500,UBS MARIA DA CONCEICAO BITTENCOURT DA COSTA,COLONIA DE SAO FIRMI,I - 01
2105837,312500,CENTRO MEDICO MUNICIPAL FARMACEUTICO LIBERO CUNHA,CENTRO,RUA ABILIO BITTAR - 117
2108534,314870,UAPS 06 ALTINO RODRIGUES DOS SANTOS DE PEDRA AZUL,POVOADO DE ARACAJI,RUA BREJINHO - S/N
2108887,315530,RIO MANSO POSTO DE SAUDE MUNICIPAL JOSE BATISTA DE SOUZA,SOUZA,RUA BONFIM - 422
2108925,317120,VESPASIANO UNIDADE BASICA DE SAUDE VILA ESPORTIVA,VILA ESPORTIVA,RUA CORINTHIANS - 70
2108941,312610,UBS GODOFREDO JOSE VIEIRA,ENGENHO DE SERRA,RUA CAMPOS ALTOS - 88
2109093,316920,ESCOLA MUNICIPAL EMILIO SOARES,CENTRO,AVENIDA IMACULADA CONCEICAO - 475
2109107,316920,ESCOLA MUNICIPAL MARIETA GUARIGLIA BRAVO,NITEROI,RUA DOMINGOS AMADO VICENTE - 306
2109123,316920,CENTRO DE REFERENCIA MATERNO INFANTIL,NITEROI,PRACA DONA TEODORA - 56
2109468,310560,UBS SAO FRANCISCO,SAO FRANCISCO,RUA EMILIA VIDIGAL SOARES - 85
2109743,315730,UNIDADE BASICA DE SAUDE DE SANTA BARBARA DO TUGURIO,CENTRO,SAO VICENTE DE PAULO - 521
2109794,316620,UAPS MARTINHO PASSOS,ZONA RURAL,RODOVIA AMG - 420
2109824,316620,UAPS NEYLER MARIANE SILVA CARVALHO,PALMITAL CARVALHOS,PRACA SAO SEBASTIAO - S/N
2109840,313665,JUATUBA UBS BELA VISTA,CANAAN,GOVERNADOR VALADARES - 1126
2109859,316720,CENTRO DE SAUDE SAO JOAO,SAO JOAO,RUA VENCESLAU BRAZ - 470
2111098,312250,CENTRO DE SAUDE DE DOM CAVATI,CENTRO,RUA MACHADO DE ASSIS - 173
2111101,316360,UNIDADE SAUDE DA FAMILIA VERDE VIDA S J MANTIMENTO,CENTRO,RUA VIRGILIO GONCALVES - S/N
2111128,317103,CENTRO SAUDE PAULINO DOMINGOS DE ARAGAO,CENTRO,RUA BOM JESUS - S/N
2111136,317103,POSTO SAUDE BARREIRO DO RIO VERDE,BARREIRO DO RIO VERD,RUA JOSE DE PAULA COSTA - 100
2111144,317103,POSTO SAUDE DE AMARGOSO,AMARGOSO,RUA PRINCIPAL - 15
2112132,313820,PROGRAMA DE SAUDE DA FAMILIA 02,NOSSA SENHORA DE LOU,RUA ANGELO CONSTANTINO DELFINO - 86
2112159,313820,PROGRAMA DE SAUDE DA FAMILIA 03,CAMINHO DAS AGUAS,RUA PEDESTRES - 40
2112167,313820,PROGRAMA DE SAUDE DA FAMILIA 05,VALE DO SOL,RUA JOAO DE ABREU - 65
2112345,313820,PROGRAMA DE SAUDE DA FAMILIA 14,VILA NILTON TEIXEIRA,RUA NICOLAU CHEREM - S/N
2112353,313820,PROGRAMA DE SAUDE DA FAMILIA 13,CRUZEIRO DO SUL,RUA MELO VIANA - 382
2112442,313820,AMBULATORIO DO CERVO,ZONA RURAL,ZONA RURAL - S/N
2112450,313820,AMBULATORIO TRES BARRAS,ZONA RARAL,ZONA RURAL TRES BARRAS - S/N
2112493,313390,UAPS GERALDO SILVERIO,MONSENHOR IZIDRO,RUA ZEQUINHA DE AVILA - S/N
2112558,313630,UBS PREFEITO JOSE SILVEIRA PSF III,ALVORADA,AV ORACIO DORNELES - 730
2112566,314610,OURO PRETO UNIDADE BASICA DE SAUDE P SABAO STA RITA,SANTA RITA,RUA JULIO FORTES - S/N
2112590,314610,OURO PRETO UNIDADE BASICA DE SAUDE AMARANTINA,AMARANTINA,RUA SANTO ONOFRE - S/N
2112604,314610,OURO PRETO UNIDADE BASICA DE SAUDE DOM BOSCO,CACHOEIRA DO CAMPO,RUA PEDRA SABAO - S/N
2112612,314610,OURO PRETO UNIDADE BASICA DE SAUDE VIDA,CACHOEIRA DO CAMPO,AVENIDA HUM - S/N
2112620,314610,OURO PRETO UNIDADE BASICA DE SAUDE VEREDAS,SANTA RITA,RUA VEREADOR JULIO FORTES - S/N
2113414,311650,CENTRO DE SAUDE GERALDO OLIVEIRA PEDROGA,CENTRO,RUA CLOVIS PRATES - 398
2113481,312300,UNIDADE DE PSF VIVENDO MELHOR,CENTRO,AV GETULIO VARGAS - 540
2113503,312300,UNIDADE DE PSF VIDA E SAUDE,CENTRO,RUA SEBASTIAO REZENDE - 725
2113708,310730,CENTRO COMUNITARIO PAULO VIEIRA SOUTO,PERNAMBUCO,RUA ANTONIO TIBURCIO - S/N
2113724,310940,CENTRO DE ESPECIALIDADES MEDICA,CENTRO,RUA JONAS CARNEIRO - 311
2113856,310590,UBS VEREADOR IRINEU ARIMATEIA DO NASCIMENTO,JARDIM BANDEIRANTE,AV GUANABARA - 300
2113864,310590,UBS DR PERICLES FRANCISCO RODRIGUES,JARDIM EUROPA,RUA BERLIM - 57
2114046,312410,ESMERALDAS UBS JOEL RIBEIRO SOARES,SANTA CECILIA,AVENIDA D - 19
2114070,313460,JABOTICATUBAS UBS CECILIA RODRIGUES MIRANDA,DAS FLORES,RUA DAS ROSAS - 287
2114135,310030,CENTRO DE SAUDE DE ABRE CAMPO,CENTRO,RUA MONSENHOR GERALDO DA COSTA VAL - S/N
2114208,313770,PSF NOVO HORIZONTE,SAGRADA FAMILIA,RUA JOSE RODRIGUES - S/N
2114275,316630,CENTRO DE SAUDE DE SERICITA,CENTRO,PRACA SANTA RITA - S/N
2114283,316630,UNIDADE DE SAUDE DA FAMILIA DE SERICITA,CHACARA VELHA,VEREADOR DIVINO CLEMENTE - S/N
2114291,316630,POSTO DE SAUDE DE SANTANA SERICITA,ZONA RURAL,SETE DE SETEMBRO - S/N
2114305,313770,POSTO DE SAUDE DE PALMEIRAS LAJINHA,ZONA RURAL,RUA GIL NUNES DE OLIVEIRA - S/N
2114321,313770,POSTO DE SAUDE DA PRATA LAJINHA,ZONA RURAL,LOTEAMENTO - S/N
2114364,316360,CENTRO MUNICIPAL DE SAUDE DE SAO JOSE DO MANTIMENTO,CENTRO,RUA SANTA LUZIA - 250
2114372,314053,CENTRO DE SAUDE DE MARTINS SOARES,CENTRO,RUA COTA EMERICK - 257
2114380,314053,POSTO DE SAUDE DE PINHEIRO DE MINAS MARTINS SOARES,CENTRO,R PRINCIPAL - S/N
2114410,311740,UNIDADE SAUDE DA FAMILIA AQUARELA CONCEICAO DE IPANEMA,CENTRO,R PASTOR BORGES - 14
2114437,311600,POSTO DE SAUDE DE SANTANA CHALE,ZONA RURAL,COR SANTANA - S/N
2114445,311600,POSTO DE SAUDE DE PENHA DO COCO CHALE,DISTRITO PENHA DO CO,RUA JOSE HERINGER PERRUD - 102
2114453,311600,POSTO DE SAUDE DE AGUA LIMPA CHALE,ZONA RURAL,COR AGUA LIMPA - S/N
2114461,311600,POSTO DE SAUDE DE BANANAL CHALE,DISTRITO PROFESSOR S,AVENIDA DORNELAS - 11
2114488,311600,CENTRO DE SAUDE DE CHALE,CENTRO,RUA CICERO GOMES - 5
2114518,311290,ESF SAUDE EM PRIMEIRO LUGAR PIRAPETINGA,ZONA RURAL,PIRAPETINGA - S/N
2114534,311290,ESF SAUDE AO ALCANCE DE TODOS,SAO CAETANO,JUCA SILVERIO - S/N
2114569,311290,CENTRO DE SAUDE DE CAPUTIRA,CENTRO,RUA FERREIRA RIOS - S/N
2114593,314587,UNIDADE SAUDE DA FAMILIA TIC TAC ORIZANIA,CENTRO,CIRILO INACIO DE SOUZA - S/N
2114666,312420,UNIDADE DE SAUDE FAMILIA LUZ ESPERA FELIZ,CENTRO,FRANCISCO GOMES MONTEIRO - S/N
2114755,313950,UNIDADE SAUDE DA FAMILIA PAPA LEGUAS MANHUMIRIM,B N SRA DA PENHA,RUA AGRIPINO CASQUEIRO - S/N
2114801,311330,ESTRATEGIA DE SAUDE DA FAMILIA MADREPEROLA,ZONA RURAL,R MOACIR CORREIA - 93
2114836,311330,ESTRATEGIA DE SAUDE DA FAMILIA CRISTAL,ALVORADA,PRC NASCIMENTO LEAL - 70
2114917,316140,CENTRO DE SAUDE PAULO RICARDO SAO FRANCISCO DO GLORIA,CENTRO,RUA RAYMUNDO PEREIRA BAHIA - 360
2114925,311210,POSTO DE SAUDE CAPIM ROXO CAPARAO,ZONA RURAL,FAZENDA CAPIM ROXO - S/N
2114968,311010,CENTRO DE SAUDE DE CAIANA,CENTRO,RUA ESPERA FELIZ - 37
2114984,311010,POSTO DE SAUDE DIVININHO CAIANA,ZONA RURAL,RUA AUGUSTO FABRICANTE - S/N
2114992,314090,CENTRO DE SAUDE DE MATIPO,CENTRO,RUA MIGUEL MONTEIRO - S/N
2115018,314090,ESF PADRE FIALHO,PADRE FIALHO,RUA DO ROSARIO - S/N
2115026,315350,CENTRO DE SAUDE DE ALTO JEQUITIBA,CENTRO,AVENIDA CATARINA ELLER - 645
2115085,310205,CENTRO DE SAUDE JORDELINO BREDER,CENTRO,AVENIDA PICO DA BANDEIRA - 1199
2115107,314900,CENTRO DE SAUDE DE PEDRA DOURADA,CENTRO,RUA ALEXANDRE FAVA - 25
2115123,314875,CENTRO DE SAUDE DE PEDRA BONITA,CENTRO,RUA ALFREDO CANDIDO - S/N
2115174,315790,CENTRO DE SAUDE DE SANTA MARGARIDA,CENTRO,RUA MILTON VIEIRA CAMPOS - S/N
2115204,315790,UNIDADE BASICA DE SAUDE BOM JARDIM SANTA MARGARIDA,CENTRO,PRACA CELESTINO PEREIRA LIMA - S/N
2115220,315790,UNIDADE BASICA HILTON FRANCISCO DE PAULA SAO DOMINGOS,DISTRITO,RUA CUSTODIO NASCIMENTO - S/N
2115247,316760,ESF DE SAO SIMAO DO RIO PRETO,ZONA RURAL,RUA PRINCIPAL - S/N
2115255,316760,ESF DE ALEGRIA,DISTRITO,PRACA JOSE TIMOTEO - S/N
2115263,315890,UNIDADE DE SAUDE DA FAMILIA SAO LUCAS SANTANA MANHUACU,CENTRO,RUA JOSE DE ASSIS - S/N
2115298,315890,POSTO DE SAUDE SANTA QUITERIA SANTANA DO MANHUACU PSF,ZONA RURAL,FAZ SANTA QUITERIA - S/N
2115301,314400,ESF CENTENARIO,ZONA RURAL,R MANOEL MENDES - S/N
2115328,314400,ESF HUMAITA,ZONA RURAL,CORREGO DE HUMAITA - S/N
2115352,314400,ESF IMBIRUCU,ZONA RURAL,VIL DO IMBIRUCU - S/N
2115360,312200,FUNDACAO DR NELSON MEIRELES,GIVIZIEZ,RUA JOSE VICTOR DE OLIVEIRA - 211
2115395,312530,POSTO DE SAUDE DE CAFARNAUM,ZONA RURAL,VILA DO CAFARNAUM - S/N
2115409,312595,ESF ZELANDO PELA SAUDE,CIDADE NOVA,ESTRADA VIA SAO PEDRO - 05
2115433,312530,CENTRO DE SAUDE DE FARIA LEMOS,CENTRO,RUA SAO SEBASTIAO - 331
2115441,312352,CENTRO DE SAUDE DE DURANDE,CENTRO,RUA ALVARO MOREIRA DA SILVA - 586
2115468,315890,CENTRO DE SAUDE DE SANTANA DO MANHUACU,CENTRO,RUA JOSE DE ASSIS - S/N
2115476,312420,UNIDADE DE SAUDE FAMILIA PIONEIRA ESPERA FELIZ,JOAO CLARA,RUA CAPARAO - 487
2115484,310205,ESF VALE DAS HORTENCIAS II,INDEPENDENCIA,AVENIDA PICO DA BANDEIRA - 1199
2115492,314587,CENTRO DE SAUDE LEDA MARIA CAMPOS ORIZANIA,CENTRO,RUA CIRILO INACIO DE SOUZA - S/N
2115506,312595,CENTRO DE SAUDE DE FERVEDOURO,CENTRO,AVENIDA MARIA AMELIA SOUZA PEDROSA - 346
2115522,315990,PSF SAO SEBASTIAO DA ESTRELA,SAO SEBASTIAO DA EST,ALBERICO FERREIRA NAVES - 16
2115530,315990,PSF EDSON INHOTA RODRIGUES,SAO BENEDITO,RUA MICHAEL CHARLES FLEMING - 21
2115549,315990,PSF VOVO CHICHICA,AFRANIO PAIVA,RUA LAVRAS - S/N
2115670,312980,UNIDADE DE SAUDE LUZIA NUNES VICENTE,JARDIM DAS ROSAS,RUA MANTIQUEIRA - 12
2115689,312980,UNIDADE DE SAUDE ALCIDES CAMPOS,NOVO HORIZONTE,AVENIDA ALTIVAS CALDAS - 700
2115700,312980,UNIDADE DE SAUDE JOSE EGIDIO SILVA,SOL NASCENTE,AVENIDA DOUTOR PAULO SOUZA DE LIMA - 703
2115735,312980,UNIDADE DE SAUDE DUVAL DE BARROS,DUVAL DE BARROS,AVENIDA CORONEL DUVAL DE BARROS - 1194
2115743,312980,UNIDADE DE SAUDE VEREADOR GERALDO DE ANDRADE FROES,DUVAL DE BARROS,AVENIDA MADUREIRA - 741
2115751,312980,,,
2115808,312980,UNIDADE DE SAUDE HELENA ANTIPOFF,CANAL,AVENIDA AVELINO PINHEIRO - 255
2115816,312980,UNIDADE DE SAUDE CENTRO,CENTRO,RUA MANUEL JOSE CAMPOS - 40
2115859,312980,UNIDADE DE SAUDE PRESIDENTE GETULIO VARGAS,PALMARES,RUA SALINAS - 20
2115867,312980,UNIDADE DE SAUDE PROFESSOR LUCAS MACHADO,WASHINGTON PIRES,RUA CARMEM SYLVIA GUIMARAES - 71
2115905,314480,UBS CASCALHO,NOVA LIMA,AVENIDA JOSE BERNARDO DE BARROS - S/N
2115964,314480,UBS CESAR RODRIGUES,VALE DO SOL,AVENIDA TERRA - 178
2115972,314480,UBS JARDIM CANADA,JARDIM CANADA,RUA DRESDEN - 70
2115980,314480,UBS RETIRO,RETIRO,TRAVESSA SANTO ANTONIO - 121
2115999,314480,UBS JOSE FRANCISCO DA SILVA,BARRA DO CEU,RUA ESMERALDAS - 59
2116049,314480,UBS DULCE SANTOS JONES,SANTA RITA,RUA SETE - S/N
2116057,314480,UBS VICENTE ESTEVAO SANTOS,BELA FAMA,RUA JOSE DE OLIVEIRA - S/N
2116065,314480,UBS DR SEBASTIAO FABIANO DIAS,SSEB AGUAS CLARAS,RUA SAO SEBASTIAO - S/N
2116073,314480,UBS FLORIE WANDERLEY DIAS,CABECEIRAS,RUA PRINCESA ISABEL - 75
2116081,314480,UBS MILTON CIRO MACHADO,CHACARA BOM RETIRO,RUA JOSE AGOSTINHO - S/N
2116103,314480,UBS CRISTAIS,CHACARA DOS CRISTAIS,RUA CUIABA - 250
2116146,314610,OURO PRETO UNIDADE BASICA DE SAUDE DO MORRO SANTANA,MORRO SANTANA,RUA VINTE E QUATRO DE JUNHO - S/N
2116189,311000,CAETE UBS BONSUCESSO DESCHAMPS,BONSUCESSO,RUA CORONEL JOSE DE MELO - 001
2116197,311000,CAETE UBS SAO GERALDO EMBOABAS,SAO GERALDO,RUA ADUTORA - 541
2116251,310810,BONFIM CENTRO DE SAUDE S A VARGEM ALEGRE,STO A V ALEGRE,ALAMEDA JOAO GOMES DE MOURA - 007
2116383,313460,JABOTICATUBAS CENTRO DE SAUDE JOSE EVARISTO RODRIGUES,CENTRO,DOM CARLOS VASCONCELOS - 350
2116391,311000,CAETE UBS CIDADE JARDIM,CIDADE JARDIM,RUA IPE - 57
2116405,311000,CAETE UBS MORRO VERMELHO RANCHO NOVO AGUA LIMPA,MORRO VERMELHO,RUA DR ANTONIO MOURAO GUIMARAES - S/N
2116413,311000,CAETE UBS VILA DAS FLORES PENHA,VILA DAS FLORES,RUA JOAQUIM SIMOES SILVA RATO - 98
2116421,311000,CAETE UBS ROCAS NOVAS POSSES ANTONIO DOS SANTOS,ROCAS NOVAS,RUA DOUTOR JAIR DANTAS - 81
2116456,311000,CAETE UBS JOSE BRANDAO,JOSE BRANDAO,AV CARLOS CRUZ - 555
2116464,311000,CAETE UBS CENTRO,CENTRO,RUA GETULIO VARGAS - 43
2116480,313010,UNIDADE BASICA SAUDE DA FAMILIA VEREADOR AMARO LUIZ CAMPOS,POUSADA DEL REY,RUA DUQUE DE CAXIAS - 480
2116502,314015,ESF AMARELO,MARIA ANTONIETA,RUA TRES IRMAOS - 363
2116510,316553,SARZEDO UBS ANTONIO AFONSO MAGALHAES,BRASILIA,PRACA JOAO MENDES - S/N
2116529,313760,LAGOA SANTA UNIDADE BASICA DE SAUDE JOAO GONCALVES NETO,CANPINHO,AV SAO SEBASTIAO - 1430
2116537,313760,LAGOA SANTA UNIDADE BASICA DE SAUDE VILA MARIA,VILA MARIA,RUA NELSON GUIMARAES - 65
2116545,313760,LAGOA SANTA UNIDADE BASICA DE SAUDE AERONAUTAS,AERONAUTAS,RUA ARMANDO TROMPOVSKI - 26
2116553,313760,LAGOA SANTA UNIDADE BASICA DE SAUDE FRANCISCO PEREIRA,JOA,RUA BAHIA - 790
2116561,313760,LAGOA SANTA UNIDADE BASICA DE SAUDE VARZEA,SOLARIUM,PRACA DAS ESTRELA - 45
2116588,313760,LAGOA SANTA UNIDADE BASICA DE SAUDE PROMISSAO,PROMISSAO,ALAMEDA NORUEGA - 165
2116634,317120,VESPASIANO POLICLINICA GONCALO DE MOURA,MORRO ALTO,AV COLETORA III - 205
2116774,317120,VESPASIANO CENTRO DE SAUDE ILDEU DINIZ,APARECIDA SUELY,RUA UM - S/N
2116804,317120,VESPASIANO UNIDADE BASICA DE SAUDE JARDIM GLORIA,JARDIM GLORIA,RUA AARAO REIS - 35
2116812,317120,VESPASIANO UNIDADE BASICA DE SAUDE NOVA PAMPULHA,NOVA YORK,AV B - 321
2116871,317120,VESPASIANO UNIDADE BASICA DE SAUDE TEODOMIRO VERISSIMO,SANTA CRUZ,RUA 25 - 247
2117045,313190,ITABIRITO UNIDADE BASICA GONCALO DO BACAO ZONA RURAL,SAO GONCALO DO BACAO,RUA PRINCIPAL - S/N
2117061,315530,UNIDADE BASICA DE SAUDE DE RIO MANSO,NOVA CACHOEIRA,RUA JOSE EVANGELISTA DE SOUZA - 136
2117150,314015,PRONTO ATENDIMENTO JONAS VICENTE PINTO,CENTRO,RUA PRESIDENTE ANTONIO CARLOS - 213
2117177,312060,CRUCILANDIA CENTRO DE SAUDE FREI PIO,CENTRO,RUA APRIGIO PENIDO - 82
2117185,312600,FLORESTAL UNIDADE B SAUDE RACHID SALIBA I,CENTRO,RUA EZEQUIEL FRAGA - 368
2117193,310810,BONFIM POLICLINICA DR HOMERO J SANTOS,CRISTO REDENTOR,PRACA RUTH BRANDAO - 170
2117207,315040,PIEDADE DOS GERAIS CENTRO DE SAUDE JOSE DE AVILA E SILVA,CENTRO,NOSSO SENHOR DO BONFIM - 329
2117258,315670,SABARA CENTRO DE SAUDE SIDERURGICA,SIDERURGICA,PRACA DR LOUIS ENSCH - 173
2117266,313010,UNIDADE BASICA SAUDE DA FAMILIA PEDRO JOSE DE CARVALHO,BOM JARDIM,AV GERALDO DA CONCEICAO SALES - 778
2117274,314480,UBS JOSE DE ALMEIDA,JOSE DE ALMEIDA,RUA DR LUNDS - 200
2117363,313760,LAGOA SANTA UNIDADE BASICA DE SAUDE MORADAS DA LAPINHA,MORADAS DA LAPINHA,RUA CIO DA TERRA - 432
2117428,314480,UBS HONORIO BICALHO,HONORIO BICALHO,RUA JOAO AURELIO SALGADO - S/N
2117436,314480,UBS DAVID FINLAY,GALO,MG 30 KM 437 - S/N
2117444,314480,UBS VERA WANDERLEY DIAS,MINGU,RUA JOSE DO CARMO - 80
2117487,313680,CENTRO DE SAUDE JOSE MOREIRA,CENTRO,RUA ANTONIO PEREIRA PRATES - 555
2117495,313680,POSTO DE SAUDE DE PAU DOLEO,ZONA RURAL,LOCALIDADE DE PAU DOLEO - S/N
2117517,313695,UNIDADE DE SAUDE DE PORTO AGRARIO,ZONA RURAL,RUA PRINCIPAL - S/N
2117584,313230,PSF CENTRO BOA SORTE DE ITAIPE,SAO PEDRO,RUA PROJETADA - 40
2117592,313505,UAPS CENTRO,CENTRO,RUA BRASILIA - S/N
2117614,314270,UBS ALIANCA,CENTRO,RUA VOLTAIRE - 98
2117622,314270,POSTO DE SAUDE DE CANA BRAVA,ZONA RURAL,POVOADO CANA BRAVA - S/N
2117630,314270,UBS UNIDOS PELA SAUDE,ZONA RURAL,RUA GUANABARA - 11
2117649,314270,UBS PRO VIDA,ZONA RURAL,CAPITANIA - S/N
2117657,314290,UNIDADE BASICA DE SAUDE AVELINO GONCALVES DIAS,ESPLANADA,RUA DOS FERROVIARIOS - 571
2117673,314505,CENTRO DE SAUDE PREFEITO ALCIDES MENDES,CENTRO,AV TANCREDO DE ALMEIDA NEVES - 260
2117681,314915,UNIDADE BASICA DE SAUDE DERALDO MENDES BRITO,ZONA RURAL,AVENIDA PEDRO AMADOR SOBRINHO - S/N
2117711,315270,CENTRO DE SAUDE VITORIANO VELOSO PEDRO ESTEVAO RODRIGUES,VITORIANO VELOSO ZO,RUA PADRE SEBASTIAO FERREIRA RODRIGUES - 138
2117770,315360,UNIDADE CENTRAL DE SAUDE DE PRUDENTE DE MORAIS,MARACANA,RUA ANTONIO BARBOSA NETO - 1080
2117797,316240,UBS DE SIMAO CAMPOS,ZONA RURAL,DISTRITO DE SIMAO CAMPOS - S/N
2117819,316240,UBS DE DINIZLANDIA,ZONA RURAL,FAZENDA DINIZLANDIA - S/N
2117827,316240,CENTRO DE SAUDE DE SAO JOAO DA PONTE,CENTRO,RUA FRANCELINO DE QUEIROZ - S/N
2117843,313930,CENTRO DE SAUDE DR DARIO TAVARES,BOA VISTA,R AMARANTE PASTOR - 74
2117851,314200,CENTRO DE SAUDE DE MIRABELA,CENTRO,R AUGUSTO RIBEIRO - 000
2117878,314200,UNIDADE BASICA DE SAUDE SAO JOSE,SAO JOSE,RUA AUGUSTO RIBEIRO - S/N
2117886,314200,UNIDADE BASICA DE SAUDE MUQUEM,MUQUEM,AVENIDA DONA LOURENCA - 001
2117908,314225,POSTO DE SAUDE DE PANELINHA,ZONA RURAL,COMUNIDADE RURAL DE PANELINHA I - S/N
2117916,314225,POSTO DE SAUDE DE VIRGINIO,CENTRO,POVOADO DE VIRGINIO - S/N
2117924,310945,CENTRO DE SAUDE DE CABECEIRA GRANDE,CENTRO,RUA SAO JOSE - S/N
2117940,310945,CENTRO DE SAUDE DE PALMITAL,DISTRITO DE PALMITAL,RUA JOSE DE ALVIM - S/N
2117967,317047,PROGRAMA SAUDE DA FAMILIA DE URUANA DE MINAS,CENTRO,RUA URUCUIA - 470
2118009,313710,POSTO DE SAUDE RETIRO DA ROCA,ZONA RURAL,AMADEU CAMPOS RETIRO DA ROCA - 41
2118025,313710,UNIDADE BASICA DE SAUDE D ANTONIA FERREIRA DOS SANTOS,ZONA RURAL,RUA JOSE CORREA - 61
2118033,313710,UNIDADE BASICA DE SAUDE D ANTONIA ISIDIA,CENTRO,RUA JOSE DE DEUS GODINHO - 38
2118041,313710,UNIDADE MISTA DE SAUDE DE LAGAMAR,CENTRO,RUA ITUIUTABA - 64
2118068,312860,UBS FRANCISCO PEREIRA DA SILVA,VILA SANTO ANTONIO,VILA SANTO ANTONIO - 00
2118084,312860,UBS JOSE MARCILIO DA SILVEIRA,JK,RUA GOVERNADOR VALADARES - 955
2118130,317100,UNIDADE BASICA DE SAUDE ZACARIAS CORREA DE OLIVEIRA,CENTRO,RUA ALVES ROSA - 356
2118173,313750,UBS LAZARO MUNDIM,BELA VISTA,RUA JUCA DO LINO - 35
2118238,311430,UNIDADE BASICA DE SAUDE SANTA CRUZ I E II,SANTA CRUZ,RUA FIRMINO DE OLIVEIRA - 860
2118300,317100,UNIDADE BASICA DE SAUDE SERRA DOURADA,SERRA DOURADA,RUA SANTA CATARINA - 81
2118378,311340,ESF SANTO ANTONIO DO MANHUACU,DISTRITO,AV DR MANINHO - 9
2118394,311340,ESF DE SAUDE SANTA LUZIA,CENTRO,PRACA JOSEFINA DAMASCENO - 17
